Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,Library Name,Collection_Date,geo_loc_name_country,geo_loc_name_country_continent,BioSampleModel,geo_loc_name,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,Consent code,dbGaP accession,histological_type,is_tumor,study_design,study_name,submitted_subject_id,HOST,tissue,lat_lon,Sample_name,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),environment_(biome),environment_(feature),environment_(material),external_id,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_vaginal_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,investigation_type,project_name,Sequencing_method,Submitter_Id,Cohort,env_broad_scale,env_local_scale,env_medium,ETHNICITY,host_age,Menses,pregnant,subject,timepoint,vaginal_ph,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,scientific_name,sex,isolate,AGE,source_name,BREED,treatment,BIOMATERIAL_PROVIDER,strain,JGI_accession,cell_line,isolation_source,cell_type,ENA_first_public,ENA_last_update,Sample_ID,replicate,genotype,GEO_Accession (exp),infection,dev_stage,Sample_inf,animal_id,Gestation_day,sample_type,sub_species,Cultivar,Ecotype,agent,host_diabetic_status,mouse_strain,time,time_point,culture_collection,host_tissue_sampled,donor_id,lab,animal_age_at_collection,brca_genotype,collected_by,Developmental_stage,fasted_status,health_status_at_collection,host_disease,material,Organism_part,Project,specimen_collection_date,specimen_collection_protocol,tumor_source_tissue,tumor_type,individual
ERR8282974,RNA-Seq,198,3000852525,PRJEB50547,SAMEA12789641,958483508,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850366,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:35:00Z,1,SAMEA12789641,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_16,1/3/23,1/3/23,human,vagina,swab,SAMEA12789641,Sweden,57.708885,11.974575,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_16,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282975,RNA-Seq,286,2888918290,PRJEB50547,SAMEA12789640,994842950,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850367,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:31:00Z,1,SAMEA12789640,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_15,1/3/23,1/3/23,human,vagina,swab,SAMEA12789640,Sweden,57.708884,11.974574,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_15,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282976,RNA-Seq,198,2802820297,PRJEB50547,SAMEA12789642,887309735,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850368,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:31:00Z,1,SAMEA12789642,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_17,1/3/23,1/3/23,human,vagina,swab,SAMEA12789642,Sweden,57.708886,11.974576,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_17,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282977,RNA-Seq,199,3562446436,PRJEB50547,SAMEA12789768,1135979660,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850369,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:36:00Z,1,SAMEA12789768,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_143,1/3/23,1/3/23,human,vagina,swab,SAMEA12789768,Sweden,57.70887,11.97456,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_143,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282978,RNA-Seq,198,1208894550,PRJEB50547,SAMEA12789649,396446674,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850370,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:29:00Z,1,SAMEA12789649,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_24,1/3/23,1/3/23,human,vagina,swab,SAMEA12789649,Sweden,57.708893,11.974583,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_24,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282979,RNA-Seq,198,5040992003,PRJEB50547,SAMEA12789767,1592050766,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850371,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:37:00Z,1,SAMEA12789767,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_142,1/3/23,1/3/23,human,vagina,swab,SAMEA12789767,Sweden,59.33258,18.0649,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_142,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282980,RNA-Seq,199,3513684413,PRJEB50547,SAMEA12789626,1107452001,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850372,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:35:00Z,1,SAMEA12789626,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_1,1/3/23,1/3/23,human,vagina,swab,SAMEA12789626,Sweden,57.70887,11.97456,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_1,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282981,RNA-Seq,198,1633688247,PRJEB50547,SAMEA12789648,538361746,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850373,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:31:00Z,1,SAMEA12789648,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_23,1/3/23,1/3/23,human,vagina,swab,SAMEA12789648,Sweden,57.708892,11.974582,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_23,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282982,RNA-Seq,199,6751771345,PRJEB50547,SAMEA12789754,2109428318,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850374,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:43:00Z,1,SAMEA12789754,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_129,1/3/23,1/3/23,human,vagina,swab,SAMEA12789754,Sweden,55.60587,13.00077,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_129,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282983,RNA-Seq,198,6141305372,PRJEB50547,SAMEA12789639,1938169211,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850375,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:39:00Z,1,SAMEA12789639,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_14,1/3/23,1/3/23,human,vagina,swab,SAMEA12789639,Sweden,57.708883,11.974573,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_14,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282984,RNA-Seq,200,3185447112,PRJEB50547,SAMEA12789653,1001594294,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850376,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:34:00Z,1,SAMEA12789653,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_28,1/3/23,1/3/23,human,vagina,swab,SAMEA12789653,Sweden,57.708897,11.974587,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_28,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282985,RNA-Seq,199,1994164949,PRJEB50547,SAMEA12789655,634985897,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850377,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:31:00Z,1,SAMEA12789655,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_30,1/3/23,1/3/23,human,vagina,swab,SAMEA12789655,Sweden,57.708899,11.974589,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_30,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282986,RNA-Seq,198,4095105235,PRJEB50547,SAMEA12789652,1318808384,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850378,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:35:00Z,1,SAMEA12789652,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_27,1/3/23,1/3/23,human,vagina,swab,SAMEA12789652,Sweden,57.708896,11.974586,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_27,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282987,RNA-Seq,199,3648267787,PRJEB50547,SAMEA12789656,1140332877,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850379,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:34:00Z,1,SAMEA12789656,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_31,1/3/23,1/3/23,human,vagina,swab,SAMEA12789656,Sweden,57.7089,11.97459,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_31,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282988,RNA-Seq,198,4955516829,PRJEB50547,SAMEA12789643,1572701441,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850380,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:37:00Z,1,SAMEA12789643,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_18,1/3/23,1/3/23,human,vagina,swab,SAMEA12789643,Sweden,57.708887,11.974577,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:25Z,2023-01-03T00:31:25Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_18,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282989,RNA-Seq,200,9232515910,PRJEB50547,SAMEA12789744,2818953209,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850381,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:56:00Z,1,SAMEA12789744,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_119,1/3/23,1/3/23,human,vagina,swab,SAMEA12789744,Sweden,57.708941,11.974631,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_119,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282990,RNA-Seq,198,340508850,PRJEB50547,SAMEA12789664,117902971,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850382,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:29:00Z,1,SAMEA12789664,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_39,1/3/23,1/3/23,human,vagina,swab,SAMEA12789664,Sweden,57.708908,11.974598,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_39,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282991,RNA-Seq,199,6614922931,PRJEB50547,SAMEA12789650,2044702110,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850383,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:41:00Z,1,SAMEA12789650,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_25,1/3/23,1/3/23,human,vagina,swab,SAMEA12789650,Sweden,57.708894,11.974584,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_25,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282992,RNA-Seq,199,2010793677,PRJEB50547,SAMEA12789662,655979860,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850384,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:32:00Z,1,SAMEA12789662,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_37,1/3/23,1/3/23,human,vagina,swab,SAMEA12789662,Sweden,57.708906,11.974596,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_37,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282993,RNA-Seq,198,3606160980,PRJEB50547,SAMEA12789659,1135445543,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850385,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:34:00Z,1,SAMEA12789659,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_34,1/3/23,1/3/23,human,vagina,swab,SAMEA12789659,Sweden,57.708903,11.974593,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_34,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282994,RNA-Seq,199,10373391604,PRJEB50547,SAMEA12789732,3207394711,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850386,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:57:00Z,1,SAMEA12789732,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_107,1/3/23,1/3/23,human,vagina,swab,SAMEA12789732,Sweden,57.708929,11.974619,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:27Z,2023-01-03T00:31:27Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_107,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282995,RNA-Seq,199,3487979749,PRJEB50547,SAMEA12789661,1108133684,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850387,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:31:00Z,1,SAMEA12789661,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_36,1/3/23,1/3/23,human,vagina,swab,SAMEA12789661,Sweden,57.708905,11.974595,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_36,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR8282996,RNA-Seq,199,4192288720,PRJEB50547,SAMEA12789658,1321884922,PERINATAL LABORATORY AT THE CENTRE FOR PERINATAL M,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",ERX7850388,Illumina NovaSeq 6000,PAIRED,Inverse rRNA,METATRANSCRIPTOMIC,human vaginal metagenome,ILLUMINA,2023-01-04T00:00:00Z,2023-01-11T08:37:00Z,1,SAMEA12789658,ERP135139,,not provided,Sweden,Europe,,,,,,,,,,,,,,,,,Sample_33,1/3/23,1/3/23,human,vagina,swab,SAMEA12789658,Sweden,57.708902,11.974592,human-vaginal,Perinatal laboratory at the Centre for Perinatal Medicine & Health,perinatal laboratory at the centre for perinatal medicine & health,2023-01-03T00:31:26Z,2023-01-03T00:31:26Z,public,metatranscriptome,Microbial transcriptome in vaginal fluid at midgestation: association with spontaneous preterm delivery,Illumina NovaSeq,Sample_33,,,,,,,,,,,,1/3/23,1/3/23,human vaginal metagenome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
